Date,Open,High,Low,Close,Prev_close,Change,%_change
2021-08-24,13.685,14.5075,13.0975,13.1875,13.685,-0.5,-3.64
2021-08-25,13.1875,13.9725,12.265,13.4975,13.1875,0.31,2.35
2021-08-26,13.4975,14.195,12.1125,13.5375,13.4975,0.04,0.3
2021-08-27,13.5375,13.76,12.94,13.405,13.5375,-0.13,-0.98
2021-08-30,13.405,13.685,12.4025,13.3175,13.405,-0.09,-0.65
2021-08-31,13.3175,14.765,12.635,14.52,13.3175,1.2,9.03
2021-09-01,14.52,15.63,13.9,14.185,14.52,-0.33,-2.31
2021-09-02,14.185,14.385,13.61,14.24,14.185,0.05,0.39
2021-09-03,14.24,14.645,13.58,14.5425,14.24,0.3,2.12
2021-09-06,14.5425,15.28,14.055,15.105,14.5425,0.56,3.87
2021-09-07,15.105,15.23,14.585,14.895,15.105,-0.21,-1.39
2021-09-08,14.895,15.0625,12.485,14.41,14.895,-0.48,-3.26
2021-09-09,14.41,14.41,13.6375,13.9425,14.41,-0.47,-3.24
2021-09-13,13.9425,14.7775,11.9175,14.025,13.9425,0.08,0.59
2021-09-13,13.9425,14.7775,11.9175,14.025,13.9425,0.08,0.59
2021-09-14,14.025,14.025,10.8725,13.575,14.025,-0.45,-3.21
2021-09-15,13.575,13.875,12.37,13.73,13.575,0.16,1.14
2021-09-16,13.73,14.525,9.025,14.4125,13.73,0.68,4.97
2021-09-17,14.4125,15.65,12.1375,15.2325,14.4125,0.82,5.69
2021-09-20,15.2325,17.8075,10.2275,17.4925,15.2325,2.26,14.84
2021-09-21,17.4925,17.9975,13.0025,16.52,17.4925,-0.97,-5.56
2021-09-22,16.52,16.86,13.2775,16.4925,16.52,-0.03,-0.17
2021-09-23,16.4925,16.9375,10.3125,16.6025,16.4925,0.11,0.67
2021-09-24,16.6025,17.33,12.7725,16.9225,16.6025,0.32,1.93
2021-09-27,16.9225,18.1375,13.515,18.0525,16.9225,1.13,6.68
2021-09-28,18.0525,18.57,15.3725,18.535,18.0525,0.48,2.67
2021-09-29,18.535,19.435,16.7575,18.8375,18.535,0.3,1.63
2021-09-30,18.8375,19.1375,17.15,18.4025,18.8375,-0.43,-2.31
2021-10-01,18.4025,19.075,16.9975,17.21,18.4025,-1.19,-6.48
2021-10-04,17.21,17.53,15.3175,16.735,17.21,-0.48,-2.76
2021-10-05,16.735,17.1325,16.295,16.3975,16.735,-0.34,-2.02
2021-10-06,16.3975,17.59,16.1075,17.3325,16.3975,0.93,5.7
2021-10-07,17.3325,17.3325,14.4525,16.155,17.3325,-1.18,-6.79
2021-10-08,16.155,16.4025,15.5325,15.6525,16.155,-0.5,-3.11
2021-10-11,15.6525,16.41,12.23,16.085,15.6525,0.43,2.76
2021-10-12,16.085,16.3975,13.9375,15.8475,16.085,-0.24,-1.48
2021-10-13,15.8475,16.22,13.38,16.1,15.8475,0.25,1.59
2021-10-14,16.1,16.285,12.6125,15.7675,16.1,-0.33,-2.07
2021-10-18,15.7675,17.315,14.155,17.185,15.7675,1.42,8.99
2021-10-19,17.185,17.5425,14.235,17.3825,17.185,0.2,1.15
2021-10-20,17.3825,18.865,15.2325,18.3125,17.3825,0.93,5.35
2021-10-21,18.3125,18.795,14.9075,18.035,18.3125,-0.28,-1.52
2021-10-22,18.035,18.035,14.355,17.545,18.035,-0.49,-2.72
2021-10-25,17.545,18.7575,14.5075,17.61,17.545,0.06,0.37
2021-10-26,17.61,17.725,16.645,16.7525,17.61,-0.86,-4.87
2021-10-27,16.7525,17.0325,15.4025,16.8275,16.7525,0.07,0.45
2021-10-28,16.8275,18.4325,16.8125,17.9125,16.8275,1.09,6.45
2021-10-29,17.9125,19.64,16.2825,17.425,17.9125,-0.49,-2.72
2021-11-01,17.425,18.095,15.3825,17.235,17.425,-0.19,-1.09
2021-11-02,17.235,17.7875,16.36,17.0625,17.235,-0.17,-1.0
2021-11-03,17.0625,17.0625,15.7,16.125,17.0625,-0.94,-5.49
2021-11-04,16.125,16.4125,14.305,15.7475,16.125,-0.38,-2.34
2021-11-08,15.7475,16.925,13.99,16.34,15.7475,0.59,3.76
2021-11-09,16.34,16.615,14.6425,16.0025,16.34,-0.34,-2.07
2021-11-10,16.0025,16.685,15.14,16.305,16.0025,0.3,1.89
2021-11-11,16.305,17.285,14.645,16.3525,16.305,0.05,0.29
2021-11-12,16.3525,16.3525,14.645,15.2175,16.3525,-1.13,-6.94
2021-11-15,15.2175,15.8425,13.4275,15.465,15.2175,0.25,1.63
2021-11-16,15.465,15.6825,13.58,15.195,15.465,-0.27,-1.75
2021-11-17,15.195,15.4125,13.915,14.98,15.195,-0.21,-1.41
2021-11-18,14.98,16.1475,12.08,14.8575,14.98,-0.12,-0.82
2021-11-22,14.8575,18.0825,13.5625,17.52,14.8575,2.66,17.92
2021-11-23,17.52,20.025,16.7925,18.015,17.52,0.5,2.83
2021-11-24,18.015,18.015,15.5775,17.095,18.015,-0.92,-5.11
2021-11-25,17.095,18.0725,16.0025,16.6625,17.095,-0.43,-2.53
2021-11-26,16.6625,21.3925,16.05,20.8025,16.6625,4.14,24.85
2021-11-29,20.8025,23.82,18.8925,20.83,20.8025,0.03,0.13
2021-11-30,20.83,21.965,18.8075,21.1675,20.83,0.34,1.62
2021-12-01,21.1675,21.1675,18.935,19.4475,21.1675,-1.72,-8.13
2021-12-02,19.4475,22.965,18.0025,18.0875,19.4475,-1.36,-6.99
2021-12-03,18.0875,18.8325,17.21,18.455,18.0875,0.37,2.03
2021-12-06,18.455,20.4775,18.3,20.0775,18.455,1.62,8.79
2021-12-07,20.0775,20.0775,18.2425,18.46,20.0775,-1.62,-8.06
2021-12-08,18.46,18.46,16.565,17.265,18.46,-1.2,-6.47
2021-12-09,17.265,17.435,15.54,16.6025,17.265,-0.66,-3.84
2021-12-10,16.6025,16.9325,15.21,16.06,16.6025,-0.54,-3.27
2021-12-13,16.06,16.86,14.675,16.57,16.06,0.51,3.18
2021-12-14,16.57,17.33,13.9375,16.9525,16.57,0.38,2.31
2021-12-15,16.9525,17.7125,15.7675,17.2175,16.9525,0.27,1.56
2021-12-16,17.2175,17.2175,15.2625,15.895,17.2175,-1.32,-7.68
2021-12-17,15.895,16.9075,13.76,16.3375,15.895,0.44,2.78
2021-12-20,16.3375,20.135,16.3375,18.965,16.3375,2.63,16.08
2021-12-21,18.965,18.965,16.6275,17.5375,18.965,-1.43,-7.53
2021-12-22,17.5375,17.5375,15.69,16.58,17.5375,-0.96,-5.46
2021-12-23,16.58,16.58,15.68,15.825,16.58,-0.75,-4.55
2021-12-24,15.825,16.6525,15.3325,16.1475,15.825,0.32,2.04
2021-12-27,16.1475,17.2775,15.2625,17.1175,16.1475,0.97,6.01
2021-12-28,17.1175,17.1175,15.2075,16.475,17.1175,-0.64,-3.75
2021-12-29,16.475,16.8625,15.8,16.2425,16.475,-0.23,-1.41
2021-12-30,16.2425,16.7875,15.2925,16.565,16.2425,0.32,1.99
2021-12-31,16.565,16.7675,15.4,16.2225,16.565,-0.34,-2.07
2022-01-03,16.2225,16.81,15.4525,16.4525,16.2225,0.23,1.42
2022-01-04,16.4525,16.675,15.71,16.12,16.4525,-0.33,-2.02
2022-01-05,16.12,17.38,15.0875,17.2275,16.12,1.11,6.87
2022-01-06,17.2275,18.4175,16.4,17.9775,17.2275,0.75,4.35
2022-01-07,17.9775,18.09,16.86,17.6025,17.9775,-0.38,-2.09
2022-01-10,17.6025,18.39,15.8425,17.6775,17.6025,0.07,0.43
2022-01-11,17.6775,18.2475,16.4375,17.7575,17.6775,0.08,0.45
2022-01-12,17.7575,17.925,16.5475,17.1825,17.7575,-0.57,-3.24
2022-01-13,17.1825,17.525,16.6075,16.705,17.1825,-0.48,-2.78
2022-01-14,16.705,17.1,15.3425,16.555,16.705,-0.15,-0.9
2022-01-17,16.555,17.5475,16.2675,16.765,16.555,0.21,1.27
2022-01-18,16.765,17.875,16.765,17.78,16.765,1.02,6.05
2022-01-19,17.78,18.4475,15.94,17.8175,17.78,0.04,0.21
2022-01-20,17.8175,18.45,17.32,17.79,17.8175,-0.03,-0.15
2022-01-21,17.79,19.605,16.9825,18.8875,17.79,1.1,6.17
2022-01-24,18.8875,23.9,18.8875,22.825,18.8875,3.94,20.85
2022-01-25,22.825,24.1375,21.18,21.3575,22.825,-1.47,-6.43
2022-01-27,21.3575,23.8675,20.4425,21.065,21.3575,-0.29,-1.37
2022-01-28,21.065,21.32,20.2825,20.695,21.065,-0.37,-1.76
2022-01-31,20.695,22.11,20.695,21.9525,20.695,1.26,6.08
2022-02-01,21.9525,22.07,19.745,19.9775,21.9525,-1.98,-9.0
2022-02-02,19.9775,19.9775,18.5475,18.65,19.9775,-1.33,-6.64
2022-02-03,18.65,19.595,17.4075,19.16,18.65,0.51,2.73
2022-02-04,19.16,19.7775,18.595,18.8975,19.16,-0.26,-1.37
2022-02-07,18.8975,21.0825,18.1825,20.4375,18.8975,1.54,8.15
2022-02-08,20.4375,20.9375,19.555,19.685,20.4375,-0.75,-3.68
2022-02-09,19.685,19.685,17.885,18.555,19.685,-1.13,-5.74
2022-02-10,18.555,18.925,16.8,17.71,18.555,-0.84,-4.55
2022-02-11,17.71,19.5325,16.855,18.68,17.71,0.97,5.48
2022-02-14,18.68,23.535,18.68,22.9775,18.68,4.3,23.01
2022-02-15,22.9775,23.14,20.435,20.6125,22.9775,-2.36,-10.29
2022-02-16,20.6125,21.02,19.3525,20.5925,20.6125,-0.02,-0.1
2022-02-17,20.5925,22.37,19.4625,22.005,20.5925,1.41,6.86
2022-02-18,22.005,23.21,21.635,22.165,22.005,0.16,0.73
2022-02-21,22.165,23.755,20.57,22.9025,22.165,0.74,3.33
2022-02-22,22.9025,27.815,22.9025,26.6625,22.9025,3.76,16.42
2022-02-23,26.6625,26.6625,23.9075,24.5425,26.6625,-2.12,-7.95
2022-02-24,24.5425,33.9725,24.5425,31.9825,24.5425,7.44,30.31
2022-02-25,31.9825,31.9825,26.15,26.74,31.9825,-5.24,-16.39
2022-02-28,26.74,29.785,26.74,28.57,26.74,1.83,6.84
2022-03-02,28.57,30.8425,28.57,29.2325,28.57,0.66,2.32
2022-03-03,29.2325,29.2325,27.2225,28.155,29.2325,-1.08,-3.69
2022-03-04,28.155,29.925,27.2225,27.9575,28.155,-0.2,-0.7
2022-03-07,27.9575,30.2775,27.9575,29.33,27.9575,1.37,4.91
2022-03-08,29.33,30.0575,27.1125,28.5875,29.33,-0.74,-2.53
2022-03-09,28.5875,28.5875,27.305,27.4675,28.5875,-1.12,-3.92
2022-03-10,27.4675,27.4675,22.9625,25.5825,27.4675,-1.89,-6.86
2022-03-11,25.5825,25.8725,24.58,25.345,25.5825,-0.24,-0.93
2022-03-14,25.345,26.2125,25.09,25.6775,25.345,0.33,1.31
2022-03-15,25.6775,27.5425,23.6575,26.73,25.6775,1.05,4.1
2022-03-16,26.73,26.73,24.0125,24.1175,26.73,-2.61,-9.77
2022-03-17,24.1175,24.1175,20.77,22.61,24.1175,-1.51,-6.25
2022-03-21,22.61,24.7125,22.61,24.6225,22.61,2.01,8.9
2022-03-22,24.6225,25.1575,23.76,24.07,24.6225,-0.55,-2.24
2022-03-23,24.07,24.975,20.455,24.7475,24.07,0.68,2.81
2022-03-24,24.7475,25.53,23.8125,23.93,24.7475,-0.82,-3.3
2022-03-25,23.93,24.2725,22.91,23.43,23.93,-0.5,-2.09
2022-03-28,23.43,24.2125,19.59,22.61,23.43,-0.82,-3.5
2022-03-29,22.61,22.61,21.1025,21.3025,22.61,-1.31,-5.78
2022-03-30,21.3025,21.3025,19.73,20.61,21.3025,-0.69,-3.25
2022-03-31,20.61,20.9425,20.2125,20.56,20.61,-0.05,-0.24
2022-04-01,20.56,20.855,18.12,18.435,20.56,-2.13,-10.34
2022-04-04,18.435,18.825,17.5925,17.9075,18.435,-0.53,-2.86
2022-04-05,17.9075,18.63,16.79,18.4875,17.9075,0.58,3.24
2022-04-06,18.4875,19.2825,16.81,19.0225,18.4875,0.54,2.89
2022-04-07,19.0225,19.49,17.7175,18.9975,19.0225,-0.03,-0.13
2022-04-08,18.9975,20.0875,17.53,17.6875,18.9975,-1.31,-6.9
2022-04-11,17.6875,19.145,16.6425,18.27,17.6875,0.58,3.29
2022-04-12,18.27,18.6725,15.085,18.1575,18.27,-0.11,-0.62
2022-04-13,18.1575,18.4025,16.1925,17.785,18.1575,-0.37,-2.05
2022-04-18,17.785,20.4825,17.785,19.335,17.785,1.55,8.72
2022-04-19,19.335,20.8075,14.6275,19.775,19.335,0.44,2.28
2022-04-20,19.775,20.265,17.835,18.6725,19.775,-1.1,-5.58
2022-04-21,18.6725,18.6725,13.35,17.8525,18.6725,-0.82,-4.39
2022-04-22,17.8525,18.76,17.8125,18.3525,17.8525,0.5,2.8
2022-04-25,18.3525,21.755,18.3525,21.2575,18.3525,2.91,15.83
2022-04-26,21.2575,21.2575,19.005,19.1875,21.2575,-2.07,-9.74
2022-04-27,19.1875,21.365,19.1875,20.605,19.1875,1.42,7.39
2022-04-28,20.605,20.605,19.0225,19.3775,20.605,-1.23,-5.96
2022-04-29,19.3775,19.6475,18.2075,19.415,19.3775,0.04,0.19
2022-05-02,19.415,21.0625,19.415,20.2825,19.415,0.87,4.47
2022-05-04,20.2825,22.3875,18.4275,21.8775,20.2825,1.6,7.86
2022-05-05,21.8775,21.8775,19.615,20.2925,21.8775,-1.59,-7.24
2022-05-06,20.2925,21.81,19.3325,21.25,20.2925,0.96,4.72
2022-05-09,21.25,22.52,18.96,22.0325,21.25,0.78,3.68
2022-05-10,22.0325,22.515,21.2175,22.3025,22.0325,0.27,1.23
2022-05-11,22.3025,24.1875,20.4825,22.8025,22.3025,0.5,2.24
2022-05-12,22.8025,25.315,21.15,24.265,22.8025,1.46,6.41
2022-05-13,24.265,24.265,20.9675,23.485,24.265,-0.78,-3.21
2022-05-16,23.485,24.7125,21.275,24.5275,23.485,1.04,4.44
2022-05-17,24.5275,24.84,17.095,22.7425,24.5275,-1.79,-7.28
2022-05-18,22.7425,23.06,21.34,22.295,22.7425,-0.45,-1.97
2022-05-19,22.295,25.1475,22.295,24.5575,22.295,2.26,10.15
2022-05-20,24.5575,24.5575,22.4425,23.1,24.5575,-1.46,-5.94
2022-05-23,23.1,23.975,20.5,23.3975,23.1,0.3,1.29
2022-05-24,23.3975,25.99,23.155,25.635,23.3975,2.24,9.56
2022-05-25,25.635,25.635,24.3625,25.2825,25.635,-0.35,-1.38
2022-05-26,25.2825,25.2825,22.535,22.7175,25.2825,-2.56,-10.15
2022-05-27,22.7175,22.7175,21.2,21.48,22.7175,-1.24,-5.45
2022-05-30,21.48,21.48,19.72,19.98,21.48,-1.5,-6.98
2022-05-31,19.98,20.75,19.68,20.4775,19.98,0.5,2.49
2022-06-01,20.4775,21.3375,18.23,20.845,20.4775,0.37,1.79
2022-06-02,20.845,20.9975,18.3825,20.32,20.845,-0.52,-2.52
2022-06-03,20.32,20.32,18.735,19.975,20.32,-0.34,-1.7
2022-06-06,19.975,20.6825,18.65,20.2025,19.975,0.23,1.14
2022-06-07,20.2025,21.07,19.4325,20.425,20.2025,0.22,1.1
2022-06-08,20.425,20.6875,19.3875,19.8375,20.425,-0.59,-2.88
2022-06-09,19.8375,19.8375,18.155,19.14,19.8375,-0.7,-3.52
2022-06-10,19.14,19.755,18.255,19.575,19.14,0.43,2.27
2022-06-13,19.575,22.8025,19.575,22.365,19.575,2.79,14.25
2022-06-14,22.365,22.635,18.9475,21.8875,22.365,-0.48,-2.14
2022-06-15,21.8875,22.365,20.95,22.1475,21.8875,0.26,1.19
2022-06-16,22.1475,28.13,19.7475,22.8675,22.1475,0.72,3.25
2022-06-17,22.8675,23.69,18.0225,22.7575,22.8675,-0.11,-0.48
2022-06-20,22.7575,23.635,16.0025,22.4125,22.7575,-0.34,-1.52
2022-06-21,22.4125,22.4125,20.48,21.1425,22.4125,-1.27,-5.67
2022-06-22,21.1425,21.785,19.32,21.3,21.1425,0.16,0.74
2022-06-23,21.3,21.71,18.355,20.88,21.3,-0.42,-1.97
2022-06-24,20.88,21.2725,18.6825,20.55,20.88,-0.33,-1.58
2022-06-27,20.55,21.12,19.545,21.005,20.55,0.45,2.21
2022-06-28,21.005,21.68,20.5125,21.45,21.005,0.45,2.12
2022-06-29,21.45,22.085,21.45,21.9,21.45,0.45,2.1
2022-06-30,21.9,22.2725,21.5375,21.84,21.9,-0.06,-0.27
2022-07-01,21.84,22.43,21.1425,21.25,21.84,-0.59,-2.7
2022-07-04,21.25,22.2475,20.9225,20.9725,21.25,-0.28,-1.31
2022-07-05,20.9725,20.9925,20.235,20.7875,20.9725,-0.18,-0.88
2022-07-06,20.7875,20.7875,19.8225,20.2675,20.7875,-0.52,-2.5
2022-07-07,20.2675,20.2675,19.0125,19.2025,20.2675,-1.06,-5.25
2022-07-08,19.2025,19.2025,18.22,18.395,19.2025,-0.81,-4.21
2022-07-11,18.395,19.215,16.6475,18.3675,18.395,-0.03,-0.15
2022-07-12,18.3675,18.6375,17.3,18.5475,18.3675,0.18,0.98
2022-07-13,18.5475,18.7625,17.735,18.52,18.5475,-0.03,-0.15
2022-07-14,18.52,18.69,17.75,18.34,18.52,-0.18,-0.97
2022-07-15,18.34,18.34,17.53,17.5975,18.34,-0.74,-4.05
2022-07-18,17.5975,18.1825,16.47,17.16,17.5975,-0.44,-2.49
2022-07-19,17.16,17.6675,16.3525,17.2025,17.16,0.04,0.25
2022-07-20,17.2025,17.2725,15.6575,16.8225,17.2025,-0.38,-2.21
2022-07-21,16.8225,17.2075,15.9725,16.8575,16.8225,0.04,0.21
2022-07-22,16.8575,16.9625,16.1625,16.65,16.8575,-0.21,-1.23
2022-07-25,16.65,17.9075,16.1775,17.68,16.65,1.03,6.19
2022-07-26,17.68,18.2675,17.355,18.17,17.68,0.49,2.77
2022-07-27,18.17,18.635,17.7525,18.13,18.17,-0.04,-0.22
2022-07-28,18.13,18.13,16.8375,17.0125,18.13,-1.12,-6.16
2022-07-29,17.0125,18.645,16.49,16.55,17.0125,-0.46,-2.72
2022-08-01,16.55,17.625,15.8925,17.485,16.55,0.93,5.65
2022-08-02,17.485,18.755,17.485,18.53,17.485,1.05,5.98
2022-08-03,18.53,19.1725,17.95,18.45,18.53,-0.08,-0.43
2022-08-04,18.45,21.06,17.625,19.2575,18.45,0.81,4.38
2022-08-05,19.2575,19.39,18.0075,18.915,19.2575,-0.34,-1.78
2022-08-08,18.915,20.18,17.78,19.3025,18.915,0.39,2.05
2022-08-10,19.3025,20.77,18.8575,19.5875,19.3025,0.29,1.48
2022-08-11,19.5875,19.5875,18.2,18.355,19.5875,-1.23,-6.29
2022-08-12,18.355,18.525,17.41,17.6075,18.355,-0.75,-4.07
2022-08-16,17.6075,18.355,17.005,17.685,17.6075,0.08,0.44
2022-08-17,17.685,17.7875,16.5475,17.6775,17.685,-0.01,-0.04
2022-08-18,17.6775,18.44,16.715,17.35,17.6775,-0.33,-1.85
2022-08-19,17.35,18.5675,16.875,18.285,17.35,0.93,5.39
2022-08-22,18.285,19.295,17.2,19.0375,18.285,0.75,4.12
2022-08-23,19.0375,19.59,18.1775,19.05,19.0375,0.01,0.07
2022-08-24,19.05,19.3425,17.9875,18.43,19.05,-0.62,-3.25
2022-08-25,18.43,20.215,17.275,19.57,18.43,1.14,6.19
2022-08-26,19.57,19.57,15.825,18.215,19.57,-1.36,-6.92
2022-08-29,18.215,21.205,18.215,19.8225,18.215,1.61,8.83
2022-08-30,19.8225,19.8225,17.2575,18.7,19.8225,-1.12,-5.66
2022-09-01,18.7,20.9875,18.105,19.8725,18.7,1.17,6.27
2022-09-02,19.8725,20.1425,17.4025,19.55,19.8725,-0.32,-1.62
2022-09-05,19.55,20.29,19.45,19.6625,19.55,0.11,0.58
2022-09-06,19.6625,20.0,18.645,19.525,19.6625,-0.14,-0.7
2022-09-07,19.525,20.175,18.2775,19.3675,19.525,-0.16,-0.81
2022-09-08,19.3675,19.3675,17.3025,18.305,19.3675,-1.06,-5.49
2022-09-09,18.305,18.51,16.545,17.7175,18.305,-0.59,-3.21
2022-09-12,17.7175,18.3825,16.3925,17.9375,17.7175,0.22,1.24
2022-09-13,17.9375,17.9375,16.8575,17.47,17.9375,-0.47,-2.61
2022-09-13,17.9375,17.9375,16.8575,17.47,17.9375,-0.47,-2.61
2022-09-14,17.47,18.565,17.26,18.2775,17.47,0.81,4.62
2022-09-15,18.2775,19.215,16.78,18.3925,18.2775,0.11,0.63
2022-09-16,18.3925,20.2425,18.3,19.8225,18.3925,1.43,7.77
2022-09-19,19.8225,21.205,16.4725,19.94,19.8225,0.12,0.59
2022-09-20,19.94,19.94,18.1125,18.7975,19.94,-1.14,-5.73
2022-09-21,18.7975,20.29,18.305,19.325,18.7975,0.53,2.81
2022-09-22,19.325,20.1375,17.4075,18.815,19.325,-0.51,-2.64
2022-09-23,18.815,20.8125,17.345,20.5925,18.815,1.78,9.45
2022-09-26,20.5925,22.8975,18.805,21.8925,20.5925,1.3,6.31
2022-09-27,21.8925,22.2925,20.7875,21.5675,21.8925,-0.32,-1.48
2022-09-28,21.5675,22.3625,21.49,22.095,21.5675,0.53,2.45
2022-09-29,22.095,22.2875,21.065,21.3025,22.095,-0.79,-3.59
2022-09-30,21.3025,21.9875,19.6975,19.9675,21.3025,-1.33,-6.27
2022-10-03,19.9675,21.68,19.9675,21.365,19.9675,1.4,7.0
2022-10-04,21.365,21.365,19.4475,19.57,21.365,-1.79,-8.4
2022-10-06,19.57,20.02,18.585,19.315,19.57,-0.25,-1.3
2022-10-07,19.315,19.725,18.6875,18.8125,19.315,-0.5,-2.6
2022-10-10,18.8125,20.34,18.8125,19.6225,18.8125,0.81,4.31
2022-10-11,19.6225,20.8175,19.09,20.49,19.6225,0.87,4.42
2022-10-12,20.49,20.885,19.885,20.175,20.49,-0.31,-1.54
2022-10-13,20.175,20.9425,18.4025,20.29,20.175,0.11,0.57
2022-10-14,20.29,20.63,18.075,18.2575,20.29,-2.03,-10.02
2022-10-17,18.2575,19.0775,18.2575,18.4175,18.2575,0.16,0.88
2022-10-18,18.4175,18.4175,16.575,17.4525,18.4175,-0.96,-5.24
2022-10-19,17.4525,17.555,16.2275,17.4875,17.4525,0.04,0.2
2022-10-20,17.4875,17.7625,15.5675,17.2325,17.4875,-0.25,-1.46
2022-10-21,17.2325,17.4275,16.585,17.28,17.2325,0.05,0.28
2022-10-24,17.28,17.6725,17.07,17.4225,17.28,0.14,0.82
2022-10-25,17.4225,17.6175,16.49,16.88,17.4225,-0.54,-3.11
2022-10-27,16.88,17.07,14.79,16.5975,16.88,-0.28,-1.67
2022-10-28,16.5975,17.0375,15.8475,15.9225,16.5975,-0.68,-4.07
2022-10-31,15.9225,16.63,15.07,15.8025,15.9225,-0.12,-0.75
2022-11-01,15.8025,16.2025,15.1075,16.13,15.8025,0.33,2.07
2022-11-02,16.13,16.855,14.68,16.6625,16.13,0.53,3.3
2022-11-03,16.6625,16.7325,14.985,15.9425,16.6625,-0.72,-4.32
2022-11-04,15.9425,16.2075,15.4825,15.655,15.9425,-0.29,-1.8
2022-11-07,15.655,16.355,15.2775,15.585,15.655,-0.07,-0.45
2022-11-09,15.585,16.0675,15.0175,15.915,15.585,0.33,2.12
2022-11-10,15.915,16.2925,15.4925,15.5675,15.915,-0.35,-2.18
2022-11-11,15.5675,15.5675,14.2775,14.405,15.5675,-1.16,-7.47
2022-11-14,14.405,15.27,12.555,14.91,14.405,0.51,3.51
2022-11-15,14.91,15.015,13.8275,14.635,14.91,-0.28,-1.84
2022-11-16,14.635,15.5325,13.9275,15.1,14.635,0.46,3.18
2022-11-17,15.1,16.2625,13.09,14.8775,15.1,-0.22,-1.47
2022-11-18,14.8775,15.6925,13.86,14.39,14.8775,-0.49,-3.28
2022-11-21,14.39,15.5475,13.3625,14.7975,14.39,0.41,2.83
2022-11-22,14.7975,16.2725,13.32,13.8425,14.7975,-0.96,-6.45
2022-11-23,13.8425,14.3275,11.875,14.0425,13.8425,0.2,1.44
2022-11-24,14.0425,14.0425,12.9975,13.4775,14.0425,-0.57,-4.02
2022-11-25,13.4775,15.7725,12.7725,13.3325,13.4775,-0.14,-1.08
2022-11-28,13.3325,14.0575,12.41,13.565,13.3325,0.23,1.74
2022-11-29,13.565,14.62,12.4075,13.615,13.565,0.05,0.37
2022-11-30,13.615,14.05,12.7525,13.8075,13.615,0.19,1.41
2022-12-01,13.8075,14.23,12.985,13.36,13.8075,-0.45,-3.24
2022-12-02,13.36,14.0925,12.96,13.45,13.36,0.09,0.67
2022-12-05,13.45,14.4175,13.45,13.7325,13.45,0.28,2.1
2022-12-06,13.7325,14.2525,12.18,14.0425,13.7325,0.31,2.26
2022-12-07,14.0425,14.4625,13.795,14.0775,14.0425,0.04,0.25
2022-12-08,14.0775,14.89,13.26,13.3975,14.0775,-0.68,-4.83
2022-12-09,13.3975,13.9625,11.9125,13.4775,13.3975,0.08,0.6
2022-12-12,13.4775,14.15,12.5275,13.3175,13.4775,-0.16,-1.19
2022-12-13,13.3175,13.5775,11.4325,12.8825,13.3175,-0.44,-3.27
2022-12-14,12.8825,13.0825,11.5275,12.885,12.8825,0.0,0.02
2022-12-15,12.885,13.8825,12.5875,13.7325,12.885,0.85,6.58
2022-12-16,13.7325,14.22,12.4925,14.07,13.7325,0.34,2.46
2022-12-19,14.07,14.4875,13.5,13.5525,14.07,-0.52,-3.68
2022-12-20,13.5525,14.9225,13.04,13.78,13.5525,0.23,1.68
2022-12-21,13.78,16.01,12.4625,15.5625,13.78,1.78,12.94
2022-12-22,15.5625,16.3,14.44,15.1875,15.5625,-0.38,-2.41
2022-12-23,15.1875,16.48,14.4825,16.16,15.1875,0.97,6.4
2022-12-26,16.16,17.23,14.3075,15.9325,16.16,-0.23,-1.41
2022-12-27,15.9325,16.1325,14.925,15.29,15.9325,-0.64,-4.03
2022-12-28,15.29,15.6475,15.2725,15.395,15.29,0.11,0.69
2022-12-29,15.395,15.77,14.71,14.8125,15.395,-0.58,-3.78
2022-12-30,14.8125,15.115,14.2825,14.8675,14.8125,0.05,0.37
2023-01-02,14.8675,15.4525,14.5675,14.685,14.8675,-0.18,-1.23
2023-01-03,14.685,14.99,14.305,14.385,14.685,-0.3,-2.04
2023-01-04,14.385,15.6825,14.33,15.1975,14.385,0.81,5.65
2023-01-05,15.1975,15.6,14.8125,14.9825,15.1975,-0.21,-1.41
2023-01-06,14.9825,15.4375,14.6225,15.025,14.9825,0.04,0.28
2023-01-09,15.025,15.3775,14.53,14.6525,15.025,-0.37,-2.48
2023-01-10,14.6525,15.935,14.5625,15.51,14.6525,0.86,5.85
2023-01-11,15.51,16.225,15.115,15.435,15.51,-0.07,-0.48
2023-01-12,15.435,16.0425,14.4175,15.275,15.435,-0.16,-1.04
2023-01-13,15.275,15.6025,14.395,14.46,15.275,-0.81,-5.34
2023-01-16,14.46,15.3625,14.46,15.0225,14.46,0.56,3.89
2023-01-17,15.0225,15.31,13.84,14.59,15.0225,-0.43,-2.88
2023-01-18,14.59,14.75,12.4725,14.3725,14.59,-0.22,-1.49
2023-01-19,14.3725,14.8325,13.8925,13.96,14.3725,-0.41,-2.87
2023-01-20,13.96,14.185,11.6425,13.7875,13.96,-0.17,-1.24
2023-01-23,13.7875,14.26,13.48,13.6175,13.7875,-0.17,-1.23
2023-01-24,13.6175,13.81,13.3,13.6575,13.6175,0.04,0.29
2023-01-25,13.6575,15.4225,13.5175,14.655,13.6575,1.0,7.3
2023-01-27,14.655,18.0125,14.5825,17.32,14.655,2.67,18.18
2023-01-30,17.32,19.39,17.29,17.71,17.32,0.39,2.25
2023-01-31,17.71,18.3675,16.565,16.875,17.71,-0.84,-4.71
