Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
19-APR-2022,19.335,20.8075,14.6275,19.775,19.335,0.44,2.28
20-APR-2022,19.775,20.265,17.835,18.6725,19.775,-1.10,-5.58
21-APR-2022,18.6725,18.6725,13.35,17.8525,18.6725,-0.82,-4.39
22-APR-2022,17.8525,18.76,17.8125,18.3525,17.8525,0.50,2.80
25-APR-2022,18.3525,21.755,18.3525,21.2575,18.3525,2.91,15.83
26-APR-2022,21.2575,21.2575,19.005,19.1875,21.2575,-2.07,-9.74
27-APR-2022,19.1875,21.365,19.1875,20.605,19.1875,1.42,7.39
28-APR-2022,20.605,20.605,19.0225,19.3775,20.605,-1.23,-5.96
29-APR-2022,19.3775,19.6475,18.2075,19.415,19.3775,0.04,0.19
02-MAY-2022,19.415,21.0625,19.415,20.2825,19.415,0.87,4.47
04-MAY-2022,20.2825,22.3875,18.4275,21.8775,20.2825,1.60,7.86
05-MAY-2022,21.8775,21.8775,19.615,20.2925,21.8775,-1.59,-7.24
06-MAY-2022,20.2925,21.81,19.3325,21.25,20.2925,0.96,4.72
09-MAY-2022,21.25,22.52,18.96,22.0325,21.25,0.78,3.68
10-MAY-2022,22.0325,22.515,21.2175,22.3025,22.0325,0.27,1.23
11-MAY-2022,22.3025,24.1875,20.4825,22.8025,22.3025,0.50,2.24
12-MAY-2022,22.8025,25.315,21.15,24.265,22.8025,1.46,6.41
13-MAY-2022,24.265,24.265,20.9675,23.485,24.265,-0.78,-3.21
16-MAY-2022,23.485,24.7125,21.275,24.5275,23.485,1.04,4.44
17-MAY-2022,24.5275,24.84,17.095,22.7425,24.5275,-1.79,-7.28
18-MAY-2022,22.7425,23.06,21.34,22.295,22.7425,-0.45,-1.97
19-MAY-2022,22.295,25.1475,22.295,24.5575,22.295,2.26,10.15
20-MAY-2022,24.5575,24.5575,22.4425,23.1,24.5575,-1.46,-5.94
23-MAY-2022,23.1,23.975,20.5,23.3975,23.1,0.30,1.29
24-MAY-2022,23.3975,25.99,23.155,25.635,23.3975,2.24,9.56
25-MAY-2022,25.635,25.635,24.3625,25.2825,25.635,-0.35,-1.38
26-MAY-2022,25.2825,25.2825,22.535,22.7175,25.2825,-2.56,-10.15
27-MAY-2022,22.7175,22.7175,21.2,21.48,22.7175,-1.24,-5.45
30-MAY-2022,21.48,21.48,19.72,19.98,21.48,-1.50,-6.98
31-MAY-2022,19.98,20.75,19.68,20.4775,19.98,0.50,2.49
01-JUN-2022,20.4775,21.3375,18.23,20.845,20.4775,0.37,1.79
02-JUN-2022,20.845,20.9975,18.3825,20.32,20.845,-0.52,-2.52
03-JUN-2022,20.32,20.32,18.735,19.975,20.32,-0.34,-1.70
06-JUN-2022,19.975,20.6825,18.65,20.2025,19.975,0.23,1.14
07-JUN-2022,20.2025,21.07,19.4325,20.425,20.2025,0.22,1.10
08-JUN-2022,20.425,20.6875,19.3875,19.8375,20.425,-0.59,-2.88
09-JUN-2022,19.8375,19.8375,18.155,19.14,19.8375,-0.70,-3.52
10-JUN-2022,19.14,19.755,18.255,19.575,19.14,0.43,2.27
13-JUN-2022,19.575,22.8025,19.575,22.365,19.575,2.79,14.25
14-JUN-2022,22.365,22.635,18.9475,21.8875,22.365,-0.48,-2.14
15-JUN-2022,21.8875,22.365,20.95,22.1475,21.8875,0.26,1.19
16-JUN-2022,22.1475,28.13,19.7475,22.8675,22.1475,0.72,3.25
17-JUN-2022,22.8675,23.69,18.0225,22.7575,22.8675,-0.11,-0.48
20-JUN-2022,22.7575,23.635,16.0025,22.4125,22.7575,-0.34,-1.52
21-JUN-2022,22.4125,22.4125,20.48,21.1425,22.4125,-1.27,-5.67
22-JUN-2022,21.1425,21.785,19.32,21.3,21.1425,0.16,0.74
23-JUN-2022,21.3,21.71,18.355,20.88,21.3,-0.42,-1.97
24-JUN-2022,20.88,21.2725,18.6825,20.55,20.88,-0.33,-1.58
27-JUN-2022,20.55,21.12,19.545,21.005,20.55,0.45,2.21
28-JUN-2022,21.005,21.68,20.5125,21.45,21.005,0.45,2.12
29-JUN-2022,21.45,22.085,21.45,21.9,21.45,0.45,2.10
30-JUN-2022,21.9,22.2725,21.5375,21.84,21.9,-0.06,-0.27
01-JUL-2022,21.84,22.43,21.1425,21.25,21.84,-0.59,-2.70
04-JUL-2022,21.25,22.2475,20.9225,20.9725,21.25,-0.28,-1.31
05-JUL-2022,20.9725,20.9925,20.235,20.7875,20.9725,-0.18,-0.88
06-JUL-2022,20.7875,20.7875,19.8225,20.2675,20.7875,-0.52,-2.50
07-JUL-2022,20.2675,20.2675,19.0125,19.2025,20.2675,-1.06,-5.25
08-JUL-2022,19.2025,19.2025,18.22,18.395,19.2025,-0.81,-4.21
11-JUL-2022,18.395,19.215,16.6475,18.3675,18.395,-0.03,-0.15
12-JUL-2022,18.3675,18.6375,17.3,18.5475,18.3675,0.18,0.98
13-JUL-2022,18.5475,18.7625,17.735,18.52,18.5475,-0.03,-0.15
14-JUL-2022,18.52,18.69,17.75,18.34,18.52,-0.18,-0.97
15-JUL-2022,18.34,18.34,17.53,17.5975,18.34,-0.74,-4.05
18-JUL-2022,17.5975,18.1825,16.47,17.16,17.5975,-0.44,-2.49
19-JUL-2022,17.16,17.6675,16.3525,17.2025,17.16,0.04,0.25
20-JUL-2022,17.2025,17.2725,15.6575,16.8225,17.2025,-0.38,-2.21
21-JUL-2022,16.8225,17.2075,15.9725,16.8575,16.8225,0.04,0.21
22-JUL-2022,16.8575,16.9625,16.1625,16.65,16.8575,-0.21,-1.23
25-JUL-2022,16.65,17.9075,16.1775,17.68,16.65,1.03,6.19
26-JUL-2022,17.68,18.2675,17.355,18.17,17.68,0.49,2.77
27-JUL-2022,18.17,18.635,17.7525,18.13,18.17,-0.04,-0.22
28-JUL-2022,18.13,18.13,16.8375,17.0125,18.13,-1.12,-6.16
29-JUL-2022,17.0125,18.645,16.49,16.55,17.0125,-0.46,-2.72
01-AUG-2022,16.55,17.625,15.8925,17.485,16.55,0.93,5.65
02-AUG-2022,17.485,18.755,17.485,18.53,17.485,1.05,5.98
03-AUG-2022,18.53,19.1725,17.95,18.45,18.53,-0.08,-0.43
04-AUG-2022,18.45,21.06,17.625,19.2575,18.45,0.81,4.38
05-AUG-2022,19.2575,19.39,18.0075,18.915,19.2575,-0.34,-1.78
08-AUG-2022,18.915,20.18,17.78,19.3025,18.915,0.39,2.05
10-AUG-2022,19.3025,20.77,18.8575,19.5875,19.3025,0.29,1.48
11-AUG-2022,19.5875,19.5875,18.2,18.355,19.5875,-1.23,-6.29
12-AUG-2022,18.355,18.525,17.41,17.6075,18.355,-0.75,-4.07
16-AUG-2022,17.6075,18.355,17.005,17.685,17.6075,0.08,0.44
17-AUG-2022,17.685,17.7875,16.5475,17.6775,17.685,-0.01,-0.04
18-AUG-2022,17.6775,18.44,16.715,17.35,17.6775,-0.33,-1.85
19-AUG-2022,17.35,18.5675,16.875,18.285,17.35,0.93,5.39
22-AUG-2022,18.285,19.295,17.2,19.0375,18.285,0.75,4.12
23-AUG-2022,19.0375,19.59,18.1775,19.05,19.0375,0.01,0.07
24-AUG-2022,19.05,19.3425,17.9875,18.43,19.05,-0.62,-3.25
25-AUG-2022,18.43,20.215,17.275,19.57,18.43,1.14,6.19
26-AUG-2022,19.57,19.57,15.825,18.215,19.57,-1.36,-6.92
29-AUG-2022,18.215,21.205,18.215,19.8225,18.215,1.61,8.83
30-AUG-2022,19.8225,19.8225,17.2575,18.7,19.8225,-1.12,-5.66
01-SEP-2022,18.7,20.9875,18.105,19.8725,18.7,1.17,6.27
02-SEP-2022,19.8725,20.1425,17.4025,19.55,19.8725,-0.32,-1.62
05-SEP-2022,19.55,20.29,19.45,19.6625,19.55,0.11,0.58
06-SEP-2022,19.6625,20,18.645,19.525,19.6625,-0.14,-0.70
07-SEP-2022,19.525,20.175,18.2775,19.3675,19.525,-0.16,-0.81
08-SEP-2022,19.3675,19.3675,17.3025,18.305,19.3675,-1.06,-5.49
09-SEP-2022,18.305,18.51,16.545,17.7175,18.305,-0.59,-3.21
12-SEP-2022,17.7175,18.3825,16.3925,17.9375,17.7175,0.22,1.24
13-SEP-2022,17.9375,17.9375,16.8575,17.47,17.9375,-0.47,-2.61
